order_ID,date,product_ID,units_sold,selling_price,revenue,product_name,category,cost_price,stock_available,lead_time,supplier,daily_avg_sales,days_of_stock,total_sales_product,inventory_turnover,inventory_risk,reorder_point,reorder_flag
2201,2024-02-18,P023,1,615,615,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
2202,2024-01-17,P022,3,648,1944,Non-stick Frying Pan,Home & Kitchen,393,394,4,ITC Distribution Network,5.42,73.0,537,1.0,Low Risk,52.0,Sufficient
2203,2024-03-14,P016,6,488,2928,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
2204,2024-02-26,P028,8,172,1376,Coffee Mug,Home & Kitchen,121,112,5,Future Retail Suppliers,4.89,23.0,533,5.0,Medium Risk,54.0,Sufficient
2205,2024-02-24,P048,4,683,2732,Power Bank,Electronics,428,111,6,Tata Consumer Distribution,4.95,22.0,545,5.0,Medium Risk,60.0,Sufficient
2206,2024-02-16,P035,5,527,2635,Cooking Oil 1L,Grocery,287,428,5,Reliance Retail Supply,4.73,90.0,487,1.0,Low Risk,54.0,Sufficient
2207,2024-01-12,P045,9,503,4527,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2208,2024-03-02,P046,6,298,1788,Face Wash,Personal Care,234,97,6,Reliance Retail Supply,5.28,18.0,491,5.0,Medium Risk,62.0,Sufficient
2209,2024-03-20,P008,7,501,3507,Smartphone Stand,Electronics,202,387,4,ITC Distribution Network,5.11,76.0,470,1.0,Low Risk,50.0,Sufficient
2210,2024-03-23,P044,7,374,2618,Bath Soap,Personal Care,230,467,8,BigBasket Vendor Network,5.36,87.0,563,1.0,Low Risk,73.0,Sufficient
2211,2024-01-08,P022,4,648,2592,Non-stick Frying Pan,Home & Kitchen,393,394,4,ITC Distribution Network,5.42,73.0,537,1.0,Low Risk,52.0,Sufficient
2212,2024-05-28,P021,4,527,2108,Kitchen Knife Set,Home & Kitchen,443,114,8,D-Mart Supply Services,5.14,22.0,514,5.0,Medium Risk,71.0,Sufficient
2213,2024-03-21,P026,4,413,1652,Water Bottle,Home & Kitchen,260,178,3,Reliance Retail Supply,5.08,35.0,615,3.0,Low Risk,45.0,Sufficient
2214,2024-04-27,P040,5,714,3570,Biscuits Pack,Grocery,463,184,6,Amazon Wholesale India,5.71,32.0,554,3.0,Low Risk,64.0,Sufficient
2215,2024-01-25,P021,5,527,2635,Kitchen Knife Set,Home & Kitchen,443,114,8,D-Mart Supply Services,5.14,22.0,514,5.0,Medium Risk,71.0,Sufficient
2216,2024-03-29,P025,8,475,3800,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
2217,2024-01-12,P041,9,393,3537,Chocolate Box,Grocery,154,250,8,Reliance Retail Supply,5.61,45.0,488,2.0,Low Risk,75.0,Sufficient
2218,2024-05-22,P001,2,418,836,Wireless Mouse,Electronics,202,264,9,D-Mart Supply Services,5.05,52.0,475,2.0,Low Risk,75.0,Sufficient
2219,2024-02-28,P006,7,351,2457,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
2220,2024-06-02,P023,1,615,615,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
2221,2024-04-18,P023,1,615,615,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
2222,2024-01-26,P043,4,482,1928,Shampoo Bottle,Personal Care,419,317,6,Reliance Retail Supply,4.84,65.0,489,2.0,Low Risk,59.0,Sufficient
2223,2024-02-16,P043,7,482,3374,Shampoo Bottle,Personal Care,419,317,6,Reliance Retail Supply,4.84,65.0,489,2.0,Low Risk,59.0,Sufficient
2224,2024-02-01,P023,2,615,1230,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
2225,2024-01-10,P032,2,201,402,Office Chair,Home & Kitchen,148,212,9,Metro Cash & Carry India,4.76,45.0,452,2.0,Low Risk,73.0,Sufficient
2226,2024-01-16,P030,1,438,438,Table Lamp,Home & Kitchen,335,130,4,ITC Distribution Network,5.13,25.0,487,4.0,Low Risk,51.0,Sufficient
2227,2024-05-24,P013,2,605,1210,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
2228,2024-05-30,P043,7,482,3374,Shampoo Bottle,Personal Care,419,317,6,Reliance Retail Supply,4.84,65.0,489,2.0,Low Risk,59.0,Sufficient
2229,2024-01-26,P018,9,470,4230,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
2230,2024-03-26,P023,6,615,3690,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
2231,2024-05-14,P015,2,619,1238,Leather Wallet,Clothing,459,237,2,Reliance Retail Supply,5.06,47.0,531,2.0,Low Risk,40.0,Sufficient
2232,2024-01-14,P033,9,261,2349,Organic Rice 5kg,Grocery,158,468,8,Flipkart Wholesale,5.06,92.0,501,1.0,Low Risk,70.0,Sufficient
2233,2024-03-19,P021,7,527,3689,Kitchen Knife Set,Home & Kitchen,443,114,8,D-Mart Supply Services,5.14,22.0,514,5.0,Medium Risk,71.0,Sufficient
2234,2024-04-26,P039,1,361,361,Instant Coffee,Grocery,150,77,7,Tata Consumer Distribution,4.94,16.0,583,8.0,Medium Risk,65.0,Sufficient
2235,2024-01-07,P023,9,615,5535,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
2236,2024-05-16,P027,2,594,1188,Lunch Box,Home & Kitchen,413,185,3,Amazon Wholesale India,5.18,36.0,440,2.0,Low Risk,46.0,Sufficient
2237,2024-04-24,P045,4,503,2012,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2238,2024-06-24,P044,9,374,3366,Bath Soap,Personal Care,230,467,8,BigBasket Vendor Network,5.36,87.0,563,1.0,Low Risk,73.0,Sufficient
2239,2024-03-12,P018,4,470,1880,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
2240,2024-02-28,P024,3,504,1512,Mixer Grinder,Home & Kitchen,291,58,8,Metro Cash & Carry India,4.86,12.0,525,9.0,High Risk,69.0,Reorder Needed
2241,2024-03-22,P047,1,369,369,Mobile Charger,Electronics,120,456,5,Tata Consumer Distribution,4.73,96.0,478,1.0,Low Risk,54.0,Sufficient
2242,2024-04-25,P040,7,714,4998,Biscuits Pack,Grocery,463,184,6,Amazon Wholesale India,5.71,32.0,554,3.0,Low Risk,64.0,Sufficient
2243,2024-06-15,P042,6,620,3720,Toothpaste,Personal Care,343,377,8,Aditya Birla Supply Chain,5.06,75.0,648,2.0,Low Risk,70.0,Sufficient
2244,2024-05-25,P007,4,411,1644,External Hard Drive 1TB,Electronics,120,286,4,Aditya Birla Supply Chain,4.79,60.0,498,2.0,Low Risk,49.0,Sufficient
2245,2024-04-12,P048,6,683,4098,Power Bank,Electronics,428,111,6,Tata Consumer Distribution,4.95,22.0,545,5.0,Medium Risk,60.0,Sufficient
2246,2024-01-17,P020,6,581,3486,Blanket,Clothing,357,350,7,Amazon Wholesale India,4.96,71.0,526,2.0,Low Risk,65.0,Sufficient
2247,2024-01-14,P027,4,594,2376,Lunch Box,Home & Kitchen,413,185,3,Amazon Wholesale India,5.18,36.0,440,2.0,Low Risk,46.0,Sufficient
2248,2024-06-07,P006,6,351,2106,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
2249,2024-05-31,P027,8,594,4752,Lunch Box,Home & Kitchen,413,185,3,Amazon Wholesale India,5.18,36.0,440,2.0,Low Risk,46.0,Sufficient
2250,2024-04-17,P009,3,279,837,Laptop Backpack,Electronics,221,416,2,Flipkart Wholesale,5.18,80.0,534,1.0,Low Risk,40.0,Sufficient
2251,2024-02-14,P045,4,503,2012,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2252,2024-04-07,P031,1,599,599,Wall Clock,Home & Kitchen,444,441,8,BigBasket Vendor Network,4.97,89.0,487,1.0,Low Risk,70.0,Sufficient
2253,2024-05-10,P021,4,527,2108,Kitchen Knife Set,Home & Kitchen,443,114,8,D-Mart Supply Services,5.14,22.0,514,5.0,Medium Risk,71.0,Sufficient
2254,2024-02-06,P026,9,413,3717,Water Bottle,Home & Kitchen,260,178,3,Reliance Retail Supply,5.08,35.0,615,3.0,Low Risk,45.0,Sufficient
2255,2024-06-19,P040,8,714,5712,Biscuits Pack,Grocery,463,184,6,Amazon Wholesale India,5.71,32.0,554,3.0,Low Risk,64.0,Sufficient
2256,2024-06-16,P048,4,683,2732,Power Bank,Electronics,428,111,6,Tata Consumer Distribution,4.95,22.0,545,5.0,Medium Risk,60.0,Sufficient
2257,2024-04-17,P045,7,503,3521,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2258,2024-02-08,P013,3,605,1815,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
2259,2024-01-15,P023,9,615,5535,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
2260,2024-04-29,P020,4,581,2324,Blanket,Clothing,357,350,7,Amazon Wholesale India,4.96,71.0,526,2.0,Low Risk,65.0,Sufficient
2261,2024-01-04,P037,2,556,1112,Salt Pack,Grocery,289,280,9,Flipkart Wholesale,5.01,56.0,501,2.0,Low Risk,75.0,Sufficient
2262,2024-04-02,P028,5,172,860,Coffee Mug,Home & Kitchen,121,112,5,Future Retail Suppliers,4.89,23.0,533,5.0,Medium Risk,54.0,Sufficient
2263,2024-06-01,P017,2,478,956,Towel Set,Clothing,230,90,3,Metro Cash & Carry India,4.9,18.0,549,6.0,Medium Risk,45.0,Sufficient
2264,2024-05-20,P028,6,172,1032,Coffee Mug,Home & Kitchen,121,112,5,Future Retail Suppliers,4.89,23.0,533,5.0,Medium Risk,54.0,Sufficient
2265,2024-06-09,P041,1,393,393,Chocolate Box,Grocery,154,250,8,Reliance Retail Supply,5.61,45.0,488,2.0,Low Risk,75.0,Sufficient
2266,2024-01-16,P002,6,515,3090,Mechanical Keyboard,Electronics,448,301,6,Amazon Wholesale India,5.13,59.0,600,2.0,Low Risk,61.0,Sufficient
2267,2024-06-18,P025,4,475,1900,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
2268,2024-04-17,P041,3,393,1179,Chocolate Box,Grocery,154,250,8,Reliance Retail Supply,5.61,45.0,488,2.0,Low Risk,75.0,Sufficient
2269,2024-05-05,P006,2,351,702,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
2270,2024-02-24,P011,7,532,3724,Men's Casual Shirt,Clothing,430,329,6,D-Mart Supply Services,5.04,65.0,524,2.0,Low Risk,60.0,Sufficient
2271,2024-06-18,P038,9,367,3303,Tea Powder,Grocery,274,90,5,D-Mart Supply Services,5.05,18.0,505,6.0,Medium Risk,55.0,Sufficient
2272,2024-02-03,P006,3,351,1053,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
2273,2024-06-06,P045,6,503,3018,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2274,2024-01-13,P011,9,532,4788,Men's Casual Shirt,Clothing,430,329,6,D-Mart Supply Services,5.04,65.0,524,2.0,Low Risk,60.0,Sufficient
2275,2024-05-20,P014,2,340,680,Sports Shoes,Clothing,199,301,4,Reliance Retail Supply,4.94,61.0,509,2.0,Low Risk,50.0,Sufficient
2276,2024-01-18,P002,7,515,3605,Mechanical Keyboard,Electronics,448,301,6,Amazon Wholesale India,5.13,59.0,600,2.0,Low Risk,61.0,Sufficient
2277,2024-06-08,P040,5,714,3570,Biscuits Pack,Grocery,463,184,6,Amazon Wholesale India,5.71,32.0,554,3.0,Low Risk,64.0,Sufficient
2278,2024-04-05,P003,5,551,2755,Bluetooth Speaker,Electronics,370,239,4,ITC Distribution Network,5.26,45.0,494,2.0,Low Risk,51.0,Sufficient
2279,2024-05-02,P035,7,527,3689,Cooking Oil 1L,Grocery,287,428,5,Reliance Retail Supply,4.73,90.0,487,1.0,Low Risk,54.0,Sufficient
2280,2024-02-08,P033,9,261,2349,Organic Rice 5kg,Grocery,158,468,8,Flipkart Wholesale,5.06,92.0,501,1.0,Low Risk,70.0,Sufficient
2281,2024-02-15,P024,4,504,2016,Mixer Grinder,Home & Kitchen,291,58,8,Metro Cash & Carry India,4.86,12.0,525,9.0,High Risk,69.0,Reorder Needed
2282,2024-01-29,P019,9,465,4185,Pillow Cover,Clothing,408,64,8,Metro Cash & Carry India,5.28,12.0,533,8.0,High Risk,72.0,Reorder Needed
2283,2024-03-02,P018,9,470,4230,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
2284,2024-01-16,P024,4,504,2016,Mixer Grinder,Home & Kitchen,291,58,8,Metro Cash & Carry India,4.86,12.0,525,9.0,High Risk,69.0,Reorder Needed
2285,2024-04-30,P045,3,503,1509,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2286,2024-01-10,P035,2,527,1054,Cooking Oil 1L,Grocery,287,428,5,Reliance Retail Supply,4.73,90.0,487,1.0,Low Risk,54.0,Sufficient
2287,2024-06-06,P001,9,418,3762,Wireless Mouse,Electronics,202,264,9,D-Mart Supply Services,5.05,52.0,475,2.0,Low Risk,75.0,Sufficient
2288,2024-06-01,P036,2,565,1130,Sugar 1kg,Grocery,370,310,6,Future Retail Suppliers,4.76,65.0,457,1.0,Low Risk,59.0,Sufficient
2289,2024-04-12,P025,6,475,2850,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
2290,2024-03-24,P045,5,503,2515,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2291,2024-05-12,P043,5,482,2410,Shampoo Bottle,Personal Care,419,317,6,Reliance Retail Supply,4.84,65.0,489,2.0,Low Risk,59.0,Sufficient
2292,2024-03-05,P034,4,539,2156,Wheat Flour 10kg,Grocery,269,338,2,Reliance Retail Supply,5.09,66.0,529,2.0,Low Risk,40.0,Sufficient
2293,2024-06-25,P025,6,475,2850,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
2294,2024-01-03,P016,5,488,2440,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
2295,2024-06-21,P034,4,539,2156,Wheat Flour 10kg,Grocery,269,338,2,Reliance Retail Supply,5.09,66.0,529,2.0,Low Risk,40.0,Sufficient
2296,2024-05-21,P029,9,535,4815,Desk Organizer,Home & Kitchen,352,188,6,BigBasket Vendor Network,4.84,39.0,499,3.0,Low Risk,59.0,Sufficient
2297,2024-04-29,P019,6,465,2790,Pillow Cover,Clothing,408,64,8,Metro Cash & Carry India,5.28,12.0,533,8.0,High Risk,72.0,Reorder Needed
2298,2024-06-06,P023,3,615,1845,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
2299,2024-03-08,P019,6,465,2790,Pillow Cover,Clothing,408,64,8,Metro Cash & Carry India,5.28,12.0,533,8.0,High Risk,72.0,Reorder Needed
2300,2024-05-25,P025,1,475,475,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
2301,2024-02-06,P016,5,488,2440,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
2302,2024-06-01,P009,6,279,1674,Laptop Backpack,Electronics,221,416,2,Flipkart Wholesale,5.18,80.0,534,1.0,Low Risk,40.0,Sufficient
2303,2024-06-24,P001,8,418,3344,Wireless Mouse,Electronics,202,264,9,D-Mart Supply Services,5.05,52.0,475,2.0,Low Risk,75.0,Sufficient
2304,2024-03-13,P042,9,620,5580,Toothpaste,Personal Care,343,377,8,Aditya Birla Supply Chain,5.06,75.0,648,2.0,Low Risk,70.0,Sufficient
2305,2024-05-22,P019,3,465,1395,Pillow Cover,Clothing,408,64,8,Metro Cash & Carry India,5.28,12.0,533,8.0,High Risk,72.0,Reorder Needed
2306,2024-02-18,P033,2,261,522,Organic Rice 5kg,Grocery,158,468,8,Flipkart Wholesale,5.06,92.0,501,1.0,Low Risk,70.0,Sufficient
2307,2024-04-30,P034,4,539,2156,Wheat Flour 10kg,Grocery,269,338,2,Reliance Retail Supply,5.09,66.0,529,2.0,Low Risk,40.0,Sufficient
2308,2024-03-28,P016,8,488,3904,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
2309,2024-05-19,P044,8,374,2992,Bath Soap,Personal Care,230,467,8,BigBasket Vendor Network,5.36,87.0,563,1.0,Low Risk,73.0,Sufficient
2310,2024-02-06,P040,3,714,2142,Biscuits Pack,Grocery,463,184,6,Amazon Wholesale India,5.71,32.0,554,3.0,Low Risk,64.0,Sufficient
2311,2024-03-01,P018,4,470,1880,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
2312,2024-06-19,P034,3,539,1617,Wheat Flour 10kg,Grocery,269,338,2,Reliance Retail Supply,5.09,66.0,529,2.0,Low Risk,40.0,Sufficient
2313,2024-05-03,P025,2,475,950,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
2314,2024-02-08,P045,4,503,2012,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2315,2024-03-03,P006,6,351,2106,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
2316,2024-02-15,P021,5,527,2635,Kitchen Knife Set,Home & Kitchen,443,114,8,D-Mart Supply Services,5.14,22.0,514,5.0,Medium Risk,71.0,Sufficient
2317,2024-03-28,P006,3,351,1053,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
2318,2024-01-11,P032,2,201,402,Office Chair,Home & Kitchen,148,212,9,Metro Cash & Carry India,4.76,45.0,452,2.0,Low Risk,73.0,Sufficient
2319,2024-03-02,P041,9,393,3537,Chocolate Box,Grocery,154,250,8,Reliance Retail Supply,5.61,45.0,488,2.0,Low Risk,75.0,Sufficient
2320,2024-03-17,P048,1,683,683,Power Bank,Electronics,428,111,6,Tata Consumer Distribution,4.95,22.0,545,5.0,Medium Risk,60.0,Sufficient
2321,2024-06-01,P043,9,482,4338,Shampoo Bottle,Personal Care,419,317,6,Reliance Retail Supply,4.84,65.0,489,2.0,Low Risk,59.0,Sufficient
2322,2024-02-21,P039,1,361,361,Instant Coffee,Grocery,150,77,7,Tata Consumer Distribution,4.94,16.0,583,8.0,Medium Risk,65.0,Sufficient
2323,2024-01-04,P031,7,599,4193,Wall Clock,Home & Kitchen,444,441,8,BigBasket Vendor Network,4.97,89.0,487,1.0,Low Risk,70.0,Sufficient
2324,2024-02-28,P042,6,620,3720,Toothpaste,Personal Care,343,377,8,Aditya Birla Supply Chain,5.06,75.0,648,2.0,Low Risk,70.0,Sufficient
2325,2024-03-12,P010,7,453,3171,Fitness Tracker,Electronics,314,102,4,Future Retail Suppliers,4.72,22.0,472,5.0,Medium Risk,49.0,Sufficient
2326,2024-05-27,P030,3,438,1314,Table Lamp,Home & Kitchen,335,130,4,ITC Distribution Network,5.13,25.0,487,4.0,Low Risk,51.0,Sufficient
2327,2024-04-02,P018,3,470,1410,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
2328,2024-03-03,P024,1,504,504,Mixer Grinder,Home & Kitchen,291,58,8,Metro Cash & Carry India,4.86,12.0,525,9.0,High Risk,69.0,Reorder Needed
2329,2024-02-23,P009,4,279,1116,Laptop Backpack,Electronics,221,416,2,Flipkart Wholesale,5.18,80.0,534,1.0,Low Risk,40.0,Sufficient
2330,2024-04-26,P031,2,599,1198,Wall Clock,Home & Kitchen,444,441,8,BigBasket Vendor Network,4.97,89.0,487,1.0,Low Risk,70.0,Sufficient
2331,2024-04-19,P015,8,619,4952,Leather Wallet,Clothing,459,237,2,Reliance Retail Supply,5.06,47.0,531,2.0,Low Risk,40.0,Sufficient
2332,2024-03-14,P004,3,344,1032,USB-C Charger,Electronics,206,345,5,Tata Consumer Distribution,5.02,69.0,507,1.0,Low Risk,55.0,Sufficient
2333,2024-04-16,P040,7,714,4998,Biscuits Pack,Grocery,463,184,6,Amazon Wholesale India,5.71,32.0,554,3.0,Low Risk,64.0,Sufficient
2334,2024-02-26,P009,7,279,1953,Laptop Backpack,Electronics,221,416,2,Flipkart Wholesale,5.18,80.0,534,1.0,Low Risk,40.0,Sufficient
2335,2024-06-17,P045,9,503,4527,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2336,2024-01-03,P009,6,279,1674,Laptop Backpack,Electronics,221,416,2,Flipkart Wholesale,5.18,80.0,534,1.0,Low Risk,40.0,Sufficient
2337,2024-04-29,P026,1,413,413,Water Bottle,Home & Kitchen,260,178,3,Reliance Retail Supply,5.08,35.0,615,3.0,Low Risk,45.0,Sufficient
2338,2024-01-06,P004,8,344,2752,USB-C Charger,Electronics,206,345,5,Tata Consumer Distribution,5.02,69.0,507,1.0,Low Risk,55.0,Sufficient
2339,2024-01-05,P017,1,478,478,Towel Set,Clothing,230,90,3,Metro Cash & Carry India,4.9,18.0,549,6.0,Medium Risk,45.0,Sufficient
2340,2024-01-05,P016,3,488,1464,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
2341,2024-02-23,P015,5,619,3095,Leather Wallet,Clothing,459,237,2,Reliance Retail Supply,5.06,47.0,531,2.0,Low Risk,40.0,Sufficient
2342,2024-02-16,P035,8,527,4216,Cooking Oil 1L,Grocery,287,428,5,Reliance Retail Supply,4.73,90.0,487,1.0,Low Risk,54.0,Sufficient
2343,2024-06-25,P005,9,280,2520,LED Monitor 24 inch,Electronics,171,262,9,Future Retail Suppliers,5.34,49.0,518,2.0,Low Risk,78.0,Sufficient
2344,2024-01-09,P005,7,280,1960,LED Monitor 24 inch,Electronics,171,262,9,Future Retail Suppliers,5.34,49.0,518,2.0,Low Risk,78.0,Sufficient
2345,2024-04-08,P020,9,581,5229,Blanket,Clothing,357,350,7,Amazon Wholesale India,4.96,71.0,526,2.0,Low Risk,65.0,Sufficient
2346,2024-01-20,P015,3,619,1857,Leather Wallet,Clothing,459,237,2,Reliance Retail Supply,5.06,47.0,531,2.0,Low Risk,40.0,Sufficient
2347,2024-05-01,P018,5,470,2350,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
2348,2024-03-01,P047,8,369,2952,Mobile Charger,Electronics,120,456,5,Tata Consumer Distribution,4.73,96.0,478,1.0,Low Risk,54.0,Sufficient
2349,2024-05-02,P002,1,515,515,Mechanical Keyboard,Electronics,448,301,6,Amazon Wholesale India,5.13,59.0,600,2.0,Low Risk,61.0,Sufficient
2350,2024-06-11,P029,8,535,4280,Desk Organizer,Home & Kitchen,352,188,6,BigBasket Vendor Network,4.84,39.0,499,3.0,Low Risk,59.0,Sufficient
2351,2024-06-26,P013,7,605,4235,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
2352,2024-03-22,P004,1,344,344,USB-C Charger,Electronics,206,345,5,Tata Consumer Distribution,5.02,69.0,507,1.0,Low Risk,55.0,Sufficient
2353,2024-03-02,P042,6,620,3720,Toothpaste,Personal Care,343,377,8,Aditya Birla Supply Chain,5.06,75.0,648,2.0,Low Risk,70.0,Sufficient
2354,2024-05-24,P045,1,503,503,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2355,2024-01-03,P010,2,453,906,Fitness Tracker,Electronics,314,102,4,Future Retail Suppliers,4.72,22.0,472,5.0,Medium Risk,49.0,Sufficient
2356,2024-06-08,P031,5,599,2995,Wall Clock,Home & Kitchen,444,441,8,BigBasket Vendor Network,4.97,89.0,487,1.0,Low Risk,70.0,Sufficient
2357,2024-01-13,P041,2,393,786,Chocolate Box,Grocery,154,250,8,Reliance Retail Supply,5.61,45.0,488,2.0,Low Risk,75.0,Sufficient
2358,2024-04-29,P008,1,501,501,Smartphone Stand,Electronics,202,387,4,ITC Distribution Network,5.11,76.0,470,1.0,Low Risk,50.0,Sufficient
2359,2024-05-04,P003,6,551,3306,Bluetooth Speaker,Electronics,370,239,4,ITC Distribution Network,5.26,45.0,494,2.0,Low Risk,51.0,Sufficient
2360,2024-03-29,P048,8,683,5464,Power Bank,Electronics,428,111,6,Tata Consumer Distribution,4.95,22.0,545,5.0,Medium Risk,60.0,Sufficient
2361,2024-03-13,P046,8,298,2384,Face Wash,Personal Care,234,97,6,Reliance Retail Supply,5.28,18.0,491,5.0,Medium Risk,62.0,Sufficient
2362,2024-03-08,P009,8,279,2232,Laptop Backpack,Electronics,221,416,2,Flipkart Wholesale,5.18,80.0,534,1.0,Low Risk,40.0,Sufficient
